time,data1,data2,valid
0.058925,182,192,0
0.058926,174,206,0
0.059026,136,12,0
0.059126,205,70,0
0.059127,176,226,0
0.059128,160,242,0
0.059130,181,210,0
0.059131,101,136,0
0.059132,123,220,0
0.059133,235,64,0
0.059134,254,14,0
0.059135,122,44,1
0.059136,103,10,1
0.059138,106,159,1
0.059139,211,237,1
0.059140,102,142,1
0.059141,187,37,1
0.059143,220,206,1
0.059144,126,176,1
0.059145,76,250,1
0.059147,212,35,0
0.059247,56,59,0
0.059248,22,216,0
0.059249,110,131,0
0.059250,165,189,0
0.059252,32,131,0
0.059253,31,36,0
0.059254,40,58,1
0.059354,239,76,1
0.059355,34,6,1
0.059356,186,105,1
0.059357,8,13,1
0.059358,185,62,1
0.059359,152,142,1
0.059360,86,181,1
0.059361,237,188,1
0.059362,144,143,1
0.059363,23,92,1
0.059364,239,159,1
0.059365,24,105,1
0.059367,221,3,1
0.059368,129,201,1
0.059369,21,113,1
0.059370,208,116,1
0.059371,245,33,1
0.059372,192,160,1
0.059374,137,63,1
0.059375,127,206,1
0.059376,184,223,1
0.059377,162,61,1
0.059378,211,110,1
0.059379,248,99,1
0.059380,13,100,1
0.059381,225,138,1
0.059383,240,216,1
0.059384,68,237,1
0.059385,9,68,1
0.059386,85,16,1
0.059487,62,187,1
0.059487,151,168,1
0.059488,194,170,1
0.059490,105,177,1
0.059491,103,25,1
0.059493,234,122,1
0.059494,127,63,1
0.059495,209,15,1
0.059595,35,210,1
0.059596,228,96,1
0.059597,65,15,1
0.059598,80,205,1
0.059599,80,132,1
0.059699,135,152,1
0.059700,133,99,1
0.059702,232,230,1
0.059703,230,18,1
0.059704,79,153,1
0.059705,255,138,1
0.059706,211,235,1
0.059707,248,12,1
0.059708,224,196,1
0.059709,147,81,1
0.059710,153,199,1
0.059711,22,215,1
0.059713,62,168,1
0.059714,80,118,1
0.059814,224,203,1
0.059914,97,126,1
0.059915,19,137,1
0.059917,183,177,1
0.059918,171,201,1
0.059919,255,195,1
0.059921,66,112,1
0.059922,94,49,1
0.059923,33,253,1
0.059925,115,207,1
0.059926,91,135,1
0.060026,84,65,1
0.060028,66,154,1
0.060029,68,185,1
0.060030,211,221,1
0.060031,67,161,1
0.060032,190,139,1
0.060034,216,23,1
0.060035,123,24,1
0.060036,19,74,1
0.060036,242,213,1
0.060038,224,174,1
0.060039,47,45,1
0.060040,152,178,0
0.060041,75,243,0
0.060042,140,224,0
0.060043,196,139,0
0.060044,46,245,0
0.060045,233,186,0
0.060146,100,255,0
0.060147,106,45,0
0.060148,126,14,0
0.060149,133,175,0
0.060150,248,81,0
0.060151,172,7,1
0.060152,90,131,1
0.060153,80,114,1
0.060154,165,5,1
0.060155,101,147,1
0.060156,87,190,1
0.060158,40,86,1
0.060158,216,135,1
0.060159,39,182,1
0.060160,71,30,1
0.060161,233,78,0
0.060162,83,14,0
0.060163,228,241,0
0.060164,237,184,0
0.060165,134,188,0
0.060166,194,24,0
0.060167,43,125,0
0.060168,116,235,0
0.060169,183,160,0
0.060171,135,243,0
0.060172,50,180,0
0.060172,28,56,0
0.060273,112,23,0
0.060274,131,134,0
0.060274,220,250,0
0.060275,47,122,1
0.060276,35,252,1
0.060277,222,229,1
0.060279,177,140,1
0.060280,212,243,0
0.060281,27,209,0
0.060282,82,126,0
0.060282,191,234,0
0.060284,99,205,0
0.060285,248,190,0
0.060286,12,101,0
0.060287,4,87,0
0.060387,194,161,0
0.060389,224,126,0
0.060390,25,19,0
0.060391,130,32,1
0.060491,222,247,1
0.060493,53,189,1
0.060493,19,255,1
0.060495,100,59,1
0.060496,140,252,1
0.060496,227,125,1
0.060497,29,164,1
0.060498,144,206,1
0.060499,161,123,1
0.060500,151,199,1
0.060501,201,139,1
0.060502,116,72,1
0.060503,153,208,1
0.060504,96,80,1
0.060506,87,167,1
0.060507,195,45,1
0.060508,251,73,1
0.060510,108,1,1
0.060510,28,92,1
0.060511,170,61,1
0.060513,31,154,1
0.060514,206,97,1
0.060515,33,84,1
0.060516,115,114,1
0.060616,6,223,1
0.060716,111,149,1
0.060816,30,211,1
0.060818,210,44,1
0.060819,245,126,1
0.060820,28,101,1
0.060821,211,162,1
0.060822,29,40,1
0.060824,162,240,1
0.060825,237,235,1
0.060826,251,54,1
0.060827,8,75,1
0.060928,110,165,1
0.060928,170,24,1
0.060929,146,125,1
0.061029,64,99,1
0.061030,162,161,1
0.061032,55,216,1
0.061033,3,245,1
0.061034,146,203,1
0.061134,1,96,1
0.061135,241,169,1
0.061136,186,138,1
0.061137,173,138,1
0.061138,60,106,0
0.061139,218,250,0
0.061139,181,146,0
0.061141,232,124,0
0.061142,58,27,0
0.061242,166,199,1
0.061243,212,37,1
0.061245,234,62,1
0.061246,131,178,1
0.061247,48,129,1
0.061249,27,186,1
0.061250,190,229,1
0.061251,40,113,1
0.061253,55,135,1
0.061254,27,177,1
0.061254,153,91,1
0.061256,30,5,1
0.061256,77,104,1
0.061258,21,107,1
0.061259,135,174,1
0.061260,39,142,1
0.061260,154,253,1
0.061361,83,137,1
0.061361,95,104,1
0.061362,79,245,1
0.061463,165,79,1
0.061464,12,69,1
0.061465,154,124,1
0.061467,181,41,1
0.061468,0,78,1
0.061468,44,30,1
0.061469,178,202,1
0.061471,171,168,1
0.061472,218,174,1
0.061572,5,33,1
0.061573,235,65,1
0.061574,17,90,1
0.061575,229,165,1
0.061675,97,15,1
0.061676,245,62,1
0.061776,139,174,1
0.061777,69,75,1
0.061878,6,172,1
0.061978,176,45,1
0.061979,184,167,1
0.061980,175,29,1
0.061981,158,246,1
0.061982,184,37,1
0.061983,136,23,1
0.061984,85,148,1
0.061985,169,41,1
0.061986,110,14,1
0.061987,39,159,1
0.062088,139,30,1
0.062089,28,186,1
0.062090,157,43,1
0.062091,118,35,1
0.062092,133,138,1
0.062193,209,192,1
0.062293,56,226,1
0.062294,193,138,1
0.062394,0,169,1
0.062395,190,22,1
0.062396,131,126,1
0.062397,218,24,1
0.062398,161,170,1
0.062399,21,68,1
0.062400,99,134,1
0.062401,106,215,1
0.062403,205,17,1
0.062404,2,250,1
0.062405,227,148,1
0.062407,195,26,1
0.062507,193,183,1
0.062508,202,139,1
0.062509,40,242,1
0.062510,130,6,1
0.062512,109,153,1
0.062513,109,15,1
0.062514,47,51,1
0.062515,52,12,1
0.062516,211,54,1
0.062517,151,32,1
0.062518,110,50,1
0.062520,23,204,1
0.062521,233,240,1
0.062522,137,102,1
0.062523,81,191,1
0.062524,66,209,1
0.062526,179,119,1
0.062527,178,218,1
0.062528,67,66,1
0.062529,187,23,1
0.062530,44,243,1
0.062532,220,255,1
0.062533,14,208,1
0.062534,232,13,1
0.062535,51,112,1
0.062536,8,201,1
0.062537,95,88,1
0.062539,241,63,1
0.062540,47,153,1
0.062541,200,8,1
0.062543,30,143,1
0.062544,88,83,1
0.062545,73,103,1
0.062546,188,230,1
0.062547,136,57,1
0.062548,3,4,1
0.062648,97,216,1
0.062649,197,214,1
0.062651,95,230,1
0.062651,147,163,1
0.062752,58,203,1
0.062752,10,38,1
0.062754,50,43,1
0.062854,234,83,1
0.062854,36,105,1
0.062855,176,161,1
0.062857,202,197,1
0.062858,187,132,1
0.062859,6,71,1
0.062860,44,185,1
0.062861,135,67,1
0.062862,74,210,1
0.062864,118,78,1
0.062865,167,35,1
0.062865,225,59,1
0.062867,0,74,1
0.062868,83,0,1
0.062869,98,136,1
0.062871,51,145,1
0.062872,187,247,1
0.062873,87,203,1
0.062874,25,1,1
0.062875,150,29,1
0.062876,81,178,1
0.062877,55,71,1
0.062977,222,107,1
0.062979,25,100,1
0.063079,142,132,1
0.063081,82,43,1
0.063082,117,194,1
0.063083,158,15,1
0.063084,22,29,1
0.063085,53,116,1
0.063086,113,216,1
0.063087,254,229,1
0.063187,60,112,1
0.063188,5,12,1
0.063190,216,61,1
0.063191,216,138,1
0.063192,196,4,1
0.063193,89,224,1
0.063194,25,183,1
0.063294,84,106,1
0.063295,70,207,1
0.063395,240,26,1
0.063396,245,92,1
0.063398,254,88,1
0.063399,140,164,1
0.063400,145,232,1
0.063401,1,206,1
0.063403,57,123,1
0.063404,159,56,1
0.063404,190,53,1
0.063406,151,173,0
0.063407,2,12,0
0.063408,181,24,0
0.063508,198,192,0
0.063509,12,133,0
0.063510,63,49,0
0.063511,214,200,0
0.063512,195,233,1
0.063514,155,96,0
0.063515,20,48,0
0.063516,141,25,0
0.063517,75,79,0
0.063518,59,43,0
0.063618,48,45,0
0.063619,178,3,0
0.063720,56,111,1
0.063721,118,15,1
0.063821,115,194,1
0.063822,234,31,1
0.063823,228,153,1
0.063824,117,96,1
0.063826,232,183,1
0.063827,227,111,1
0.063829,254,210,1
0.063830,117,16,1
0.063830,227,185,1
0.063832,180,100,1
0.063833,66,117,1
0.063834,3,90,1
0.063835,154,36,1
0.063836,242,180,1
0.063838,61,178,1
0.063938,206,186,1
0.064038,15,231,1
0.064039,67,13,1
0.064041,208,155,1
0.064042,175,174,1
0.064142,231,240,1
0.064143,146,247,1
0.064144,24,193,1
0.064145,115,121,1
0.064147,121,87,1
0.064148,253,61,1
0.064149,206,82,0
0.064249,43,213,0
0.064250,207,132,0
0.064251,77,77,0
0.064253,22,198,0
0.064254,201,34,0
0.064255,66,18,0
0.064256,18,75,0
0.064256,228,237,0
0.064257,139,118,0
0.064258,167,193,0
0.064260,24,24,0
0.064360,2,49,0
0.064361,138,148,1
0.064363,142,130,1
0.064363,100,9,1
0.064364,198,217,1
0.064465,124,37,1
0.064466,201,64,1
0.064467,209,17,1
0.064468,113,197,1
0.064468,105,153,1
0.064470,15,77,1
0.064471,83,72,1
0.064472,61,62,1
0.064473,167,218,1
0.064474,47,254,1
0.064475,125,24,1
0.064476,231,45,1
0.064478,29,225,1
0.064479,39,130,1
0.064480,100,155,1
0.064480,13,163,1
0.064481,180,59,1
0.064483,4,206,1
0.064483,172,192,1
0.064485,13,18,1
0.064486,91,229,1
0.064487,115,32,1
0.064487,84,248,1
0.064488,213,102,1
0.064588,152,129,1
0.064590,238,76,1
0.064591,195,11,1
0.064592,96,37,1
0.064593,55,27,1
0.064594,43,21,1
0.064694,251,240,1
0.064695,125,177,1
0.064696,157,22,1
0.064698,52,90,1
0.064699,80,217,1
0.064699,40,33,1
0.064700,105,112,1
0.064701,254,191,1
0.064702,147,20,1
0.064703,46,181,1
0.064704,237,234,1
0.064705,153,162,1
0.064706,187,6,1
0.064807,63,36,1
0.064808,110,180,1
0.064809,91,239,1
0.064810,101,186,1
0.064811,235,214,1
0.064911,8,94,1
0.064912,66,182,1
0.064914,70,37,1
0.064915,216,111,1
0.064916,70,134,1
0.064917,154,228,1
0.064918,124,141,1
0.064919,128,206,1
0.064920,61,76,1
0.064921,201,154,1
0.064922,3,226,1
0.064923,72,141,1
0.064924,140,125,1
0.064925,209,160,1
0.064926,75,104,1
0.064928,213,145,1
0.064928,171,236,1
0.064930,21,21,1
0.064931,31,129,1
0.065031,175,17,1
0.065032,55,239,1
0.065033,132,223,1
0.065034,14,31,1
0.065035,112,199,1
0.065037,67,153,1
0.065038,35,27,1
0.065039,47,220,1
0.065040,171,38,1
0.065041,109,114,1
0.065043,113,36,1
0.065044,241,238,1
0.065045,89,22,1
0.065046,169,54,1
0.065047,150,222,1
0.065048,191,155,1
0.065049,248,45,1
0.065050,50,194,1
0.065052,125,31,1
0.065053,157,224,1
0.065053,64,132,1
0.065153,199,223,1
0.065154,136,32,1
0.065155,49,221,1
0.065156,129,7,1
0.065157,136,39,1
0.065159,137,196,1
0.065160,211,120,1
0.065161,183,65,1
0.065162,68,140,1
0.065163,251,252,1
0.065165,107,170,1
0.065166,128,14,1
0.065167,90,10,1
0.065168,238,153,1
0.065169,132,236,1
0.065269,81,98,1
0.065271,108,108,1
0.065371,189,126,1
0.065471,175,120,1
0.065472,191,93,1
0.065473,98,9,1
0.065474,111,144,1
0.065475,212,17,1
0.065476,51,69,1
0.065477,118,228,1
0.065478,205,58,1
0.065479,94,229,1
0.065481,89,73,0
0.065481,95,216,0
0.065482,205,229,0
0.065483,32,209,0
0.065484,109,246,0
0.065486,129,120,0
0.065487,28,82,0
0.065488,253,62,0
0.065489,144,30,0
0.065490,131,129,0
0.065491,82,120,0
0.065493,246,22,1
0.065494,2,11,1
0.065494,146,229,1
0.065495,102,203,1
0.065497,93,237,1
0.065498,66,140,1
0.065598,251,202,1
0.065600,126,25,1
0.065700,234,64,1
0.065701,212,9,1
0.065702,27,140,1
0.065703,229,1,0
0.065704,67,239,0
0.065705,220,156,0
0.065706,182,182,0
0.065707,64,23,0
0.065708,212,34,0
0.065710,214,127,0
0.065711,214,212,0
0.065712,112,159,0
0.065713,246,171,1
0.065813,16,105,1
0.065814,55,187,1
0.065815,151,42,1
0.065816,34,108,1
0.065817,4,29,1
0.065819,195,235,1
0.065820,54,118,1
0.065821,128,143,1
0.065823,9,192,1
0.065824,101,1,1
0.065825,209,34,1
0.065826,189,1,1
0.065828,55,97,1
0.065829,112,14,1
0.065830,92,228,1
0.065831,217,216,1
0.065831,45,60,1
0.065833,66,11,1
0.065833,0,88,1
0.065834,230,1,1
0.065935,134,25,1
0.065936,205,70,1
0.065937,20,97,1
0.065939,219,34,1
0.065940,241,83,1
0.065941,121,255,1
0.065941,48,24,1
0.066042,53,126,1
0.066043,69,89,1
0.066045,138,247,1
0.066045,253,225,1
0.066047,3,42,1
0.066048,176,181,1
0.066148,148,47,1
0.066149,169,156,1
0.066150,178,91,1
0.066151,73,143,1
0.066152,142,5,1
0.066153,59,246,1
0.066154,8,120,1
0.066155,85,246,1
0.066255,138,214,1
0.066355,182,35,1
0.066356,219,52,1
0.066358,48,233,1
0.066359,22,180,1
0.066361,254,225,1
0.066362,113,30,1
0.066462,54,100,1
0.066562,94,149,1
0.066563,193,16,1
0.066565,150,166,1
0.066566,226,188,1
0.066566,197,175,1
0.066568,233,193,1
0.066668,22,207,1
0.066670,20,68,1
0.066670,80,123,1
0.066671,22,176,1
0.066672,248,254,1
0.066773,88,243,1
0.066774,164,230,1
0.066874,27,2,1
0.066876,91,129,1
0.066877,80,44,1
0.066878,72,177,1
0.066879,84,231,1
0.066879,217,51,1
0.066881,178,221,1
0.066882,133,63,1
0.066883,157,223,1
0.066883,6,138,1
0.066885,28,238,1
0.066886,228,53,1
0.066887,32,203,1
0.066888,242,112,1
0.066889,126,100,1
0.066890,210,152,0
0.066890,147,67,0
0.066891,218,248,0
0.066892,207,234,0
0.066893,148,128,0
0.066894,61,4,0
0.066895,124,127,0
0.066995,15,37,0
0.066997,252,61,0
0.066998,167,250,0
0.067098,117,140,0
0.067099,70,134,1
0.067100,25,65,0
0.067101,205,67,0
0.067102,132,72,0
0.067202,119,104,0
0.067302,212,94,0
0.067303,170,228,0
0.067304,220,69,0
0.067404,136,250,0
0.067405,247,117,0
0.067406,241,124,1
0.067407,121,177,1
0.067408,187,13,1
0.067409,84,214,1
0.067410,188,189,1
0.067411,33,225,1
0.067412,84,11,1
0.067413,73,127,1
0.067415,28,189,1
0.067515,212,143,1
0.067516,74,126,1
0.067517,94,198,1
0.067518,159,127,1
0.067519,153,249,1
0.067520,66,198,1
0.067521,165,78,1
0.067522,69,116,1
0.067622,147,41,1
0.067623,247,30,1
0.067624,63,218,1
0.067724,219,64,1
0.067725,201,29,1
0.067726,208,89,0
0.067727,174,157,0
0.067728,101,123,0
0.067729,101,104,0
0.067730,155,188,0
0.067731,208,196,0
0.067732,109,197,0
0.067832,184,75,0
0.067833,139,168,0
0.067834,124,234,0
0.067835,197,14,0
0.067836,212,254,0
0.067837,233,44,0
0.067837,153,174,1
0.067838,180,136,1
0.067939,197,146,1
0.067940,155,51,1
0.067941,193,153,1
0.067942,139,60,1
0.067943,1,171,1
0.067944,115,88,0
0.067946,60,252,0
0.067946,243,1,0
0.068047,97,87,0
0.068048,91,74,0
0.068049,220,48,0
0.068050,116,125,0
0.068151,43,160,0
0.068251,68,111,0
0.068252,89,183,1
0.068253,198,178,1
0.068254,8,64,1
0.068255,10,93,1
0.068255,105,83,1
0.068256,123,33,1
0.068257,246,77,1
0.068258,184,166,1
0.068259,18,7,1
0.068260,237,231,1
0.068360,191,48,1
0.068361,42,12,1
0.068362,124,108,1
0.068363,159,178,1
0.068364,230,209,1
0.068365,163,150,1
0.068366,224,79,1
0.068367,224,175,1
0.068368,178,131,1
0.068369,251,132,1
0.068469,93,23,1
0.068471,160,232,1
0.068471,131,94,1
0.068472,40,250,1
0.068474,5,165,1
0.068475,196,249,1
0.068575,144,111,1
0.068576,200,63,1
0.068577,169,175,1
0.068578,220,56,1
0.068579,166,98,1
0.068580,65,10,1
0.068581,94,40,1
0.068582,182,155,1
0.068583,224,111,1
0.068584,13,16,1
0.068585,190,21,1
0.068586,205,98,1
0.068587,178,201,1
0.068588,217,209,1
0.068688,213,237,1
0.068689,251,98,1
0.068690,126,153,1
0.068691,110,116,1
0.068692,30,191,1
0.068693,127,198,1
0.068695,225,132,1
0.068696,5,16,1
0.068697,123,246,1
0.068699,47,205,1
0.068699,140,169,1
0.068700,168,54,1
0.068701,227,162,1
0.068801,223,132,1
0.068803,9,35,1
0.068804,163,133,1
0.068805,171,3,1
0.068807,228,177,1
0.068807,214,154,1
0.068809,237,104,1
0.068810,213,144,1
0.068910,132,108,1
0.069010,114,216,1
0.069011,5,126,1
0.069012,175,86,1
0.069113,68,155,1
0.069114,160,157,1
0.069214,6,110,1
0.069215,254,36,1
0.069216,41,233,1
0.069217,2,208,1
0.069218,216,238,1
0.069219,225,32,1
0.069220,121,8,1
0.069221,179,176,1
0.069222,16,70,1
0.069224,132,107,1
0.069225,70,35,1
0.069226,249,204,1
0.069228,28,140,1
0.069229,58,138,0
0.069231,9,192,0
0.069232,185,95,0
0.069233,73,233,0
0.069234,78,240,0
0.069334,37,198,0
0.069335,26,171,0
0.069435,235,177,0
0.069436,134,118,0
0.069437,105,5,1
0.069438,101,149,1
0.069439,50,180,1
0.069441,173,199,1
0.069442,255,174,1
0.069443,7,82,1
0.069543,77,150,0
0.069544,213,198,0
0.069644,41,123,0
0.069645,198,20,0
0.069647,104,30,0
0.069648,159,13,0
0.069649,236,83,0
0.069650,103,232,0
0.069651,236,48,0
0.069652,62,52,1
0.069653,226,98,1
0.069654,104,188,1
0.069655,184,188,1
0.069656,150,199,1
0.069657,128,92,1
0.069657,251,105,1
0.069659,53,142,1
0.069659,33,27,1
0.069660,216,17,1
0.069761,216,126,1
0.069761,98,89,1
0.069763,27,185,1
0.069764,244,3,1
0.069765,119,170,1
0.069767,7,33,1
0.069768,195,125,1
0.069868,27,91,1
0.069968,126,40,1
0.069969,53,255,1
0.069970,215,68,1
0.069971,42,42,1
0.070072,251,5,1
0.070072,31,245,1
0.070172,93,29,1
0.070174,28,72,1
0.070274,239,193,1
0.070275,216,88,1
0.070276,5,58,1
0.070277,175,27,1
0.070279,235,12,1
0.070280,195,207,1
0.070280,23,200,1
0.070282,28,77,1
0.070283,173,45,1
0.070284,165,145,0
0.070285,174,205,0
0.070286,177,123,0
0.070287,59,120,0
0.070289,193,105,0
0.070389,142,13,0
0.070390,115,53,0
0.070391,107,226,0
0.070393,158,77,0
0.070393,166,241,0
0.070394,255,218,0
0.070395,98,78,0
0.070396,205,52,0
0.070496,228,128,1
0.070498,162,249,1
0.070499,44,116,1
0.070500,222,48,1
0.070502,204,10,1
0.070503,244,57,1
0.070504,150,75,1
0.070505,251,186,1
0.070506,45,130,1
0.070507,24,191,1
0.070508,77,114,1
0.070508,92,154,1
0.070509,171,62,1
0.070610,142,204,1
0.070610,139,239,1
0.070612,149,72,1
0.070613,139,37,1
0.070614,86,75,1
0.070714,120,183,1
0.070715,71,123,1
0.070717,53,159,1
0.070717,223,4,1
0.070719,209,179,1
0.070720,246,0,1
0.070721,223,171,1
0.070722,166,9,1
0.070723,162,74,1
0.070724,204,142,1
0.070824,106,57,1
0.070826,190,244,1
0.070827,242,113,1
0.070828,86,5,1
0.070829,33,29,1
0.070929,137,252,1
0.070930,245,169,1
0.070931,255,158,1
0.071031,115,99,1
0.071032,113,134,1
0.071132,33,110,1
0.071133,153,27,1
0.071135,187,239,1
0.071136,119,42,1
0.071236,30,130,1
0.071237,184,226,1
0.071238,5,20,1
0.071239,228,2,1
0.071240,46,81,1
0.071241,167,52,1
0.071242,224,146,1
0.071244,19,247,1
0.071245,156,36,1
0.071246,46,13,1
0.071346,168,180,1
0.071447,205,119,1
0.071447,197,11,1
0.071449,20,161,0
0.071450,206,189,0
0.071550,31,10,0
0.071551,177,119,0
0.071552,134,81,0
0.071553,84,234,0
0.071554,131,246,0
0.071556,22,255,1
0.071557,117,108,1
0.071557,152,184,1
0.071559,14,239,1
0.071560,58,207,1
0.071561,99,251,1
0.071562,16,103,1
0.071563,3,7,1
0.071565,238,242,1
0.071566,26,230,1
0.071567,142,114,1
0.071568,51,190,0
0.071569,82,113,0
0.071570,190,132,0
0.071572,193,224,0
0.071573,125,163,0
0.071574,90,187,0
0.071576,232,192,0
0.071576,32,39,1
0.071578,2,229,1
0.071578,225,247,1
0.071580,5,133,1
0.071680,237,11,1
0.071681,180,241,1
0.071683,18,186,1
0.071684,111,122,1
0.071685,41,20,1
0.071686,90,245,1
0.071686,3,139,1
0.071687,75,186,1
0.071688,112,140,1
0.071689,226,32,1
0.071690,223,1,1
0.071691,34,25,1
0.071692,206,114,1
0.071694,2,63,1
0.071695,20,57,1
0.071696,107,142,1
0.071697,248,11,1
0.071797,131,113,1
0.071798,125,79,1
0.071799,141,145,1
0.071899,193,66,1
0.071900,252,94,1
0.071902,163,146,1
0.071903,221,181,1
0.071904,10,26,1
0.071905,225,120,1
0.071906,224,225,1
0.071907,179,106,1
0.071908,150,65,0
0.071909,202,10,0
0.071910,183,149,0
0.071911,104,103,0
0.071913,172,232,0
0.071914,229,114,1
0.071915,103,65,1
0.071916,238,135,1
0.071918,128,218,1
0.071919,103,206,1
0.071920,127,181,1
0.071921,180,23,1
0.071922,251,133,1
0.071924,187,242,1
0.071924,145,254,1
0.071926,35,221,1
0.071927,0,167,1
0.071927,7,213,1
0.071928,170,252,1
0.071930,139,220,1
0.071931,248,225,1
0.072031,188,249,1
0.072032,250,195,1
0.072033,185,52,1
0.072035,62,40,1
0.072036,58,108,1
0.072037,244,77,1
0.072039,194,42,1
0.072040,10,49,1
0.072041,52,158,1
0.072042,85,54,1
0.072043,72,61,1
0.072044,61,170,1
0.072144,148,33,1
0.072144,219,46,1
0.072146,165,13,1
0.072147,235,193,1
0.072148,30,18,1
0.072149,2,171,1
0.072150,238,50,1
0.072250,253,178,1
0.072251,124,201,1
0.072351,82,13,1
0.072352,71,207,1
0.072353,83,213,1
0.072355,128,220,1
0.072356,115,225,1
0.072357,244,242,1
0.072457,57,164,1
0.072458,7,140,1
0.072460,83,1,1
0.072461,182,234,1
0.072462,205,11,1
0.072463,132,231,1
0.072464,113,210,1
0.072465,16,51,1
0.072467,36,79,1
0.072467,84,20,1
0.072468,96,167,1
0.072469,42,21,1
0.072470,194,146,1
0.072471,163,61,1
0.072472,24,113,1
0.072473,136,162,1
0.072573,23,82,1
0.072575,46,248,1
0.072576,176,47,1
0.072576,85,136,1
0.072578,5,59,1
0.072579,193,80,1
0.072679,163,199,1
0.072681,207,98,1
0.072682,99,84,1
0.072682,165,98,1
0.072683,9,195,1
0.072685,121,184,1
0.072686,191,254,1
0.072687,242,0,1
0.072688,215,145,1
0.072689,228,217,1
0.072690,156,207,1
0.072691,173,17,1
0.072692,87,253,1
0.072694,66,14,1
0.072695,23,88,1
0.072696,215,69,1
0.072698,88,119,1
0.072699,96,29,1
0.072700,15,219,1
0.072702,238,135,1
0.072702,91,102,1
0.072703,54,85,1
0.072705,189,54,1
0.072805,234,27,1
0.072806,204,23,1
0.072807,224,142,1
0.072808,111,28,1
0.072809,214,218,1
0.072810,156,102,1
0.072910,228,66,1
0.072911,102,83,1
0.072912,98,234,1
0.072912,99,124,1
0.072914,193,147,1
0.072915,246,53,1
0.072917,50,143,1
0.072918,246,65,1
0.072919,47,70,1
0.072920,163,213,1
0.072921,225,93,1
0.072923,185,115,1
0.072924,60,128,1
0.072925,151,78,1
0.072926,33,165,1
0.072927,105,105,1
0.072927,63,123,1
0.072929,209,249,1
0.072929,84,74,1
0.072930,225,232,1
0.072931,130,123,1
0.072933,159,146,1
0.072934,159,251,1
0.072935,22,21,1
0.072936,44,29,1
0.072938,23,198,1
0.072939,114,36,1
0.072940,70,247,1
0.072942,188,235,1
0.072943,27,180,1
0.072944,140,175,1
0.072946,137,191,1
0.073046,110,147,1
0.073047,7,186,1
0.073147,120,206,1
0.073248,68,192,1
0.073248,101,207,0
0.073249,134,89,0
0.073250,95,224,0
0.073350,185,233,0
0.073352,111,85,0
0.073352,186,145,1
0.073453,182,57,1
0.073453,52,133,1
0.073554,74,242,1
0.073555,80,166,1
0.073556,235,186,1
0.073557,189,114,1
0.073657,54,62,1
0.073659,12,88,1
0.073659,107,93,1
0.073661,200,55,1
0.073662,195,120,1
0.073663,157,138,1
0.073664,108,155,1
0.073665,166,154,1
0.073666,99,70,1
0.073667,62,110,1
0.073668,204,49,1
0.073670,185,64,1
0.073671,138,178,1
0.073672,194,148,0
0.073673,180,214,0
0.073674,136,115,0
0.073775,94,143,0
0.073775,189,28,0
0.073776,120,137,0
0.073876,249,62,0
0.073877,229,164,0
0.073879,38,191,0
0.073880,231,117,0
0.073881,23,33,0
0.073882,122,41,0
0.073982,46,145,0
0.073984,250,142,1
0.073985,116,118,1
0.073985,247,118,1
0.073986,53,1,1
0.073987,36,42,1
0.073988,119,203,1
0.074089,153,132,1
0.074090,158,175,1
0.074190,134,146,1
0.074191,54,169,1
0.074192,55,36,1
0.074293,125,17,1
0.074294,116,172,1
0.074295,84,235,1
0.074296,230,104,1
0.074297,165,7,1
0.074299,54,63,1
0.074300,253,145,1
0.074302,227,21,1
0.074303,22,88,1
0.074304,153,66,1
0.074304,168,219,1
0.074306,197,61,1
0.074307,233,30,1
0.074307,198,227,1
0.074308,155,219,1
0.074310,115,91,1
0.074311,4,207,1
0.074312,238,27,1
0.074313,96,83,1
0.074314,158,148,1
0.074315,137,204,1
0.074315,114,149,1
0.074316,140,136,1
0.074317,122,76,1
0.074318,90,190,1
0.074319,3,110,1
0.074320,199,108,1
0.074321,151,223,1
0.074322,76,52,1
0.074324,2,194,1
0.074325,149,172,1
0.074326,231,242,1
0.074426,180,16,1
0.074427,158,242,1
0.074428,36,4,0
0.074429,58,87,0
0.074431,111,103,0
0.074432,173,70,0
0.074434,184,189,0
0.074435,227,251,1
0.074436,2,35,1
0.074437,8,175,1
0.074438,106,96,1
0.074439,197,102,1
0.074440,76,103,1
0.074540,149,90,1
0.074541,15,172,1
0.074542,56,213,1
0.074544,135,241,1
0.074644,60,68,1
0.074744,177,215,1
0.074745,215,119,1
0.074846,205,113,1
0.074847,46,88,1
0.074848,14,230,1
0.074948,39,63,1
0.075049,95,215,1
0.075050,112,79,1
0.075051,223,158,1
0.075151,245,8,1
0.075251,153,156,1
0.075252,1,145,1
0.075352,116,19,1
0.075353,100,0,1
0.075355,158,181,1
0.075455,168,227,1
0.075456,169,237,1
0.075457,85,75,1
0.075458,47,146,1
0.075459,114,29,1
0.075460,93,56,1
0.075461,116,209,1
0.075461,67,19,1
0.075463,245,170,1
0.075464,46,223,1
0.075465,152,72,1
0.075467,82,138,1
0.075468,53,60,1
0.075469,200,45,1
0.075469,188,103,1
0.075470,4,106,1
0.075570,206,58,1
0.075571,216,165,1
0.075672,47,136,1
0.075672,193,49,1
0.075674,231,149,1
0.075675,250,22,1
0.075676,208,72,1
0.075677,233,98,1
0.075679,76,15,1
0.075680,154,251,1
0.075681,247,4,1
0.075682,170,147,1
